Timestamp,Fx,Fy,Fz,Tx,Ty,Tz
215672355655,0.08131594,0.034286734,0.17575692,-1.5991927,1.1362048,-1.6020986
215672356873,0.05510729,0.034271784,0.22834988,-1.4404238,1.3306606,-0.87395144
215672357768,0.1263426,0.007216669,0.13898093,-1.5478882,1.8586799,-0.7968974
215672358697,0.059908632,0.09958335,0.2384623,-1.3802394,1.4370621,-0.85086626
215672359670,0.10591017,0.007807935,0.13608123,-1.2640007,0.41491815,-0.47584805
215672360680,-0.016701937,0.09483714,0.085001625,-2.0168633,1.604337,-1.075708
215672361654,-0.001822849,0.041824102,0.11802779,-1.361008,1.07379,-1.270092
215672362876,0.04307403,0.079507336,0.089237295,-1.4811898,1.0823267,-1.9244851
215672363868,-0.026544968,0.0421312,0.2186989,-2.2814727,1.3536152,-1.632159
215672364946,0.041623775,0.051043633,0.10551989,-2.254504,0.7780382,-0.80165124
215672365843,-0.00745637,-0.009809993,0.1186054,-1.8461115,1.3086557,-1.2134118
215672366792,0.043989357,0.07730714,0.08220986,-1.8590748,1.8762292,-1.0941991
215672367815,0.08675377,0.04891505,0.112466626,-1.7598494,1.3344283,-0.9205078
215672368826,0.021217639,0.06471186,0.2068532,-1.3041606,2.0568557,-1.0340196
215672369826,0.115389876,-0.007590343,0.30401394,-1.8731112,1.5372726,-1.1403865
215672370785,0.060905512,-0.0013882756,0.09418877,-2.6784563,1.593913,-1.2396713
215672372048,0.102174245,-0.0448297,0.11509272,-2.1061094,0.51427454,-1.582772
215672372750,0.060662095,0.004993933,0.16774184,-2.0048919,1.2204591,-0.6985938
215672373778,0.0032219244,0.028321339,0.08921759,-1.373281,1.5591366,-1.0124136
215672374851,0.04763489,0.06039368,0.066439025,-0.98638463,1.8085076,-0.6427508
215672375823,0.048685562,-0.014582645,0.2815073,-1.4386457,1.7757905,-1.0468961
215672376806,0.10177013,0.0048316335,0.18606502,-1.4352508,1.132939,-1.3420954
215672377820,0.07198858,0.024110354,0.19328114,-1.8227789,1.4012899,-1.5222908
215672378919,0.055786844,-0.0077056214,0.17709707,-1.6137027,1.1101571,-0.98062485
215672380065,0.045788318,-0.0089945495,0.17883258,-1.3927921,1.0902416,-1.0275718
215672380785,0.11058844,-0.0028450347,0.05775894,-1.49834,1.3097804,-0.8881611
215672382123,0.028895462,0.05411743,0.084619924,-1.5809048,1.0684271,-1.602839
215672382781,0.027820192,0.0053932676,0.16874313,-1.3476914,1.0043353,-1.344267
215672383851,0.051737882,0.036518987,0.15752828,-0.61276317,1.2476444,-0.90649813
215672384833,0.0053624,0.048343517,0.097014435,-1.5107286,0.99154943,-0.81635106
215672385885,0.0110956505,0.071529575,0.15250027,-0.91234463,0.89711,-0.85142666
215672386893,0.08582289,0.0133667085,0.1471794,-1.3441546,1.5206118,-0.9119538
215672388004,0.08551866,0.024659956,0.09339138,-1.5094035,1.8261238,-0.56030494
215672389024,0.02939351,0.07806301,-0.004349235,-1.5839734,1.888839,-1.1799029
215672389966,0.022861306,0.025167895,0.16705495,-0.79953,1.4013315,-1.1966342
215672390951,0.027641948,0.035582524,0.2693652,-1.1669414,1.4447343,-1.3982601
215672391905,-0.020496698,0.06547373,0.20895214,-1.2223067,1.1760489,-0.5770444
215672392896,0.1067199,0.02497363,0.20595917,-1.2793573,1.8461624,-1.2247833
215672393902,0.011589245,0.014296442,0.27400017,-1.0331614,1.1993121,-1.1191345
215672394895,0.097248375,-0.024195204,0.17430827,-1.5341021,1.7330928,-1.4442719
215672395956,0.049517393,0.05189032,0.012894147,-1.3525981,1.7016286,-1.1715676
215672396990,-0.004488547,0.018952334,0.09004395,-1.5755706,1.6127305,-1.0139996
215672397979,0.013815259,0.03271046,0.21359839,-1.9860381,1.853401,-1.3075981
215672398999,0.1274292,0.016405366,0.08441432,-1.0944049,0.65421027,-1.2544166
215672399963,-0.022252781,0.035742015,0.25636402,-0.9272763,1.4092809,-0.9687986
215672401005,0.057955004,0.07090938,0.19675058,-1.6169578,1.069358,-0.18899085
215672401958,0.09986708,0.054338157,0.1764688,-1.0614175,1.4265963,-0.566901
215672403316,0.06728552,0.010783865,0.11623785,-1.1153749,0.90028906,-1.0621029
215672404216,0.1277362,0.054872304,0.23612876,-0.61393654,1.8201753,-0.8616645
215672405298,0.08661639,0.009097545,0.18862517,-1.4592464,1.3709171,-0.94384694
215672406301,0.063165285,-0.041206807,0.09584743,-1.7592092,1.2382596,-1.1540391
215672407280,-0.007823198,0.01077147,0.23465559,-0.9916743,1.5862619,-1.1275947
215672408293,0.06389753,0.029794697,0.23101538,-0.96590513,1.2278868,-0.17220534
215672409289,0.09188705,0.013339345,0.2608488,-1.7725141,1.3029119,-1.4590633
215672410284,0.03993938,0.06579741,0.07432768,-1.1018825,1.3061748,-1.2375398
215672411293,0.073858075,0.008957308,0.08822846,-0.8309791,1.9193854,-1.5840006
215672412330,0.051528934,0.08231387,0.13831535,-0.93032265,1.3155862,-1.5204916
215672413234,0.05006686,-0.043852035,0.15890263,-1.972408,1.3751597,-0.94079614
215672414187,0.030438373,-0.030126268,0.050429694,-1.524499,1.4604524,-0.8000558
215672415244,-0.0067341155,-0.004642649,0.14530687,-1.3455477,1.0072395,-1.0317193
215672416301,0.027018469,0.0038416805,0.051838554,-1.0863379,1.4321018,-1.1079072
215672417274,0.008216001,0.0030119838,0.04052467,-1.6776446,1.6877819,-1.143839
215672418289,0.060762383,0.037191972,0.18075022,-1.5081327,1.3691431,-1.0582665
215672419251,0.07689439,0.09118088,0.2918958,-1.2332817,1.1196111,-0.4524156
215672420174,0.08900765,0.016382596,0.15466134,-1.8108649,1.4874381,-1.392297
215672421227,0.06839196,0.07848265,0.12756735,-0.8458234,1.8748139,-1.1045402
215672422279,0.122388944,0.03983731,0.12877959,-0.49911302,1.2727067,-0.6890616
215672423232,0.04767289,-0.01601871,0.19006273,-1.8559004,1.0817423,-1.0064019
215672424233,0.123865984,-0.031689085,0.13267335,-1.4372122,0.92913026,-1.51572
215672425309,0.115689784,0.0058823703,0.1489301,-1.4079468,0.66737103,-1.6895661
215672426310,0.06543557,0.024146782,0.21211006,-1.8027227,0.69120896,-0.8191234
215672427315,0.06054165,-0.018459046,0.15785328,-1.6780611,1.0530452,-1.1496686
215672428338,0.024423217,-0.023258297,0.10032393,-1.9730295,1.7329165,-1.1798298
215672429351,0.08062039,0.02072725,0.2223071,-1.6313299,0.5032252,-1.1445653
215672430282,0.075711936,0.08663962,0.18523642,-1.2784594,1.0421981,-1.4506558
215672431353,0.04209152,0.02958768,0.21691391,-1.6187524,1.0799239,-0.9711945
215672432369,0.030627776,-0.018901743,0.067447916,-1.6936038,1.0464926,-0.654126
215672433363,0.028624134,0.06247884,0.16733514,-1.2331853,1.3525926,-0.69086134
215672434385,0.065658,0.0182277,0.14345719,-1.319999,0.80721533,-0.91399574
215672435327,-0.0057740537,0.0074641253,0.27893877,-0.9729185,0.86193126,-1.3660926
215672436381,0.013697471,-0.020180041,0.13974582,-1.8804138,1.3699652,-1.7439579
215672437429,0.08678627,0.024479413,0.11638545,-1.6907881,1.9055256,-0.36517408
215672438342,0.05992961,0.061662547,0.19211414,-0.7725099,1.5595614,-0.67034763
215672439415,0.018113527,0.021236883,0.20813394,-2.0082293,0.9425735,-1.7496569
215672440411,0.09255636,0.100366764,0.23317796,-1.5970844,0.9071176,-0.9363416
215672441460,0.013709085,0.07423055,0.1488584,-1.22523,0.39571202,-0.7857995
215672442445,0.036190722,-0.015422909,0.1631877,-1.5289042,0.7425598,-0.91611165
215672443495,0.020048792,-0.008848252,0.23069116,-2.1039207,1.117671,-0.57608753
215672444469,0.0016238785,-0.010160014,0.2452023,-2.0487795,1.3588258,-1.6361248
215672445469,0.07490855,0.06391366,0.11023264,-2.1439846,1.3835521,-1.3982178
215672446445,0.052381773,-7.101906E-4,0.12370461,-2.1884606,0.78671384,-1.1020464
215672447522,0.04386471,0.0028945243,0.14726438,-2.1672401,1.1092018,-1.1240307
215672448511,0.04264784,0.041883122,0.13348027,-1.3223732,0.86079264,-1.4378202
215672449521,-0.0070075574,0.021294193,0.07965749,-2.101299,1.2151821,-0.88148826
215672450520,0.09835052,0.06314706,0.15506373,-1.8881245,1.2087585,-1.2105706
215672451592,-0.008830813,-0.006868567,0.10478324,-1.8585107,1.6930982,-1.6047447
215672452419,0.049030073,-0.0015412939,0.18328458,-1.5537454,1.1757139,-0.7096463
215672453522,0.12883057,0.09184191,0.21468207,-1.7708008,1.3064346,-1.5097224
215672454510,0.07509239,0.06711755,0.103341356,-1.7202384,0.91508186,-0.6945877
215672455508,-0.007357612,-0.002437961,0.20057112,-1.7738508,1.5993327,-0.35065925
215672456624,0.09357018,-0.013139049,0.21183714,-1.7220275,0.96537644,-1.02507
215672457582,0.07078374,0.021502418,0.18022755,-2.076924,1.0362769,-0.5803604
215672458586,0.0596258,0.016401647,0.011506137,-1.1698225,0.8713742,-1.2481487
215672459605,0.06498562,0.018671932,-0.01670662,-1.9961678,1.4548568,-0.9268522
215672460600,0.12577903,-0.024157412,0.19890971,-1.6584631,1.6840264,-0.99775696
215672461598,0.05390813,0.045650717,0.21901989,-2.483422,0.8920038,-0.80795306
215672462597,0.03335154,-0.0012927289,0.19120002,-1.33021,1.3427054,-1.2761772
215672463680,0.066745274,0.0041942983,0.16677757,-1.3551526,0.8520531,-1.2885575
215672464686,-0.049290996,0.010008435,0.20278327,-2.0742724,0.956284,-1.3960932
215672465632,-0.0059276177,0.048916806,0.22510421,-1.5942593,1.3723767,-0.6404799
215672467162,0.0618268,0.10183401,0.14717194,-0.9253765,1.0841539,-1.0203156
215672467620,0.060624782,0.044432107,0.33512208,-1.3749734,1.5419487,-0.7621718
215672468689,0.023932353,0.046307627,0.22196214,-1.1564413,0.923199,-1.5936352
215672469810,0.05275917,0.07219349,0.09414702,-1.6084633,0.84028244,-0.8028864
215672470852,-0.015869945,0.024718743,0.1576847,-1.5459603,1.7075858,-1.2107991
215672471843,0.008507406,-0.009153507,0.16432996,-1.7013464,1.1785662,-0.9739555
215672472820,0.02310206,0.039793193,0.14740317,-1.3266019,1.3694499,-1.0378978
215672473898,0.022180462,0.043720506,0.0906493,-1.4810781,0.9497422,-0.68440706
215672476066,0.11041022,0.012806915,0.18302631,-1.5284065,0.7939065,-0.9736256
215672476071,0.030890863,-0.01807364,0.12203123,-1.6823703,1.4002447,-1.4288797
215672477526,0.046368647,0.08913955,0.16321972,-1.7429354,1.7779225,-1.5164443
215672477865,0.0237029,0.11312965,0.3158049,-1.7370971,1.669108,-1.0918014
215672479287,0.0728802,0.018718464,0.18190803,-1.8553784,1.0548956,-0.68710846
215672479754,0.030019855,0.08468957,0.25782642,-1.0892897,1.0133888,-1.6359899
215672480702,0.03399874,0.07612668,0.1861118,-1.1470132,1.3169605,-0.75843304
215672481977,0.016863078,0.007693516,0.101927295,-1.3878989,2.0914817,-1.0792078
215672482996,0.11137808,0.043908466,0.19384068,-1.6492453,0.90623343,-1.2635443
215672483761,0.124032736,2.44324E-4,0.101953715,-1.9874488,0.52570236,-1.724243
215672484922,0.062934004,0.025515925,0.14584486,-1.1580343,1.2099503,-1.1274177
215672485903,0.082395405,-0.010231948,0.12306102,-1.5696487,1.503457,-1.3366688
215672486966,0.085746914,0.010774382,0.07648124,-1.244361,1.2764323,-1.3514453
215672487888,0.04503614,0.062120695,0.20793232,-0.9277679,1.1741667,-0.8088216
215672488962,0.042581502,0.06283724,0.24232827,-0.93377376,1.2438334,-0.91154903
215672489977,0.09412387,-0.0034339859,0.18019442,-1.5435793,1.0193514,-0.78475773
215672490887,0.045480136,0.06900432,0.17317365,-1.1118473,0.66145396,-0.32568774
215672492958,0.02305048,0.04774794,0.06531111,-1.234482,0.45004305,-1.0687187
215672492994,0.09803454,0.028658297,0.28239405,-1.7892265,1.4895576,-2.018634
215672493783,-0.0013470474,0.06026409,0.03936963,-1.3163257,0.977454,-0.6161212
215672494963,0.034014747,0.026986742,0.023643093,-1.2576469,1.1320192,-0.9132796
215672496248,0.048928045,0.02785606,0.06585467,-0.73595387,1.1975638,-1.468105
215672497121,0.02044109,0.012327513,0.05151975,-1.0702252,1.1741499,-1.5640152
215672498048,0.061920006,0.04876444,0.098712556,-0.6788092,1.5210276,-0.803726
215672499029,0.011983223,-0.024904462,0.14386773,-0.88001287,1.3534777,-0.65439665
215672500107,0.072236665,0.021723878,0.11643225,-0.779038,2.0531495,-0.93756837
215672500983,-0.012186845,0.060847405,0.15558313,-0.93186474,1.6806881,-1.2339562
215672501968,0.10590558,0.0029903946,0.13230607,-1.107836,1.0463803,-0.48097077
215672508078,0.090069465,0.008579255,0.33573154,-0.35743505,1.4256338,-0.71928537
215672508084,0.059648838,0.01427502,0.15614104,-1.2695646,1.0390203,-1.0035987
215672508086,0.07739106,0.008690689,0.2384362,-1.2127969,1.3143961,-1.1071373
215672508088,0.07767487,0.031561393,0.2736003,-1.2536194,0.8535247,-0.95878863
215672508089,0.062377445,0.0025923029,0.18113275,-1.1502982,0.8113338,-1.6940235
215672508090,0.04279043,0.006599507,0.09335034,-1.0204448,1.4933256,-0.2914224
215672509016,0.0659604,0.026973065,0.15060064,-0.73915523,2.231776,-1.4176865
215672510104,0.006828475,0.009153866,0.102431595,-1.8768302,1.5574403,-1.246817
215672511415,0.07340358,-0.0040544984,0.13876852,-1.1293502,1.5894887,-1.568604
215672511948,0.053036127,-0.019765317,0.21372695,-2.0545936,1.2889236,-1.290708
215672513052,0.077292785,-0.05788252,0.18032677,-1.5097841,0.755177,-1.1700352
215672513967,0.11210046,-0.007083413,0.29290468,-1.38844,1.1699325,-1.1571296
215672515174,0.08137259,0.0064281975,0.20032136,-1.1258321,1.2081256,-0.9573562
215672516268,0.004237762,-0.005751916,0.07433233,-1.6451092,1.0800687,-1.1637298
215672517178,0.04141966,0.01522884,0.20609786,-1.2196741,0.6343849,-1.1429566
215672518090,0.061405275,0.06145448,0.12858653,-1.3554078,1.0039462,-1.2797604
215672519255,0.113368556,0.042825706,0.15531486,-1.2901404,1.5843205,-1.0957209
215672520297,0.07284398,0.016596438,0.15360022,-1.557549,1.4540393,-0.8454889
215672521249,0.044121858,-0.008629907,0.12691802,-1.506189,1.9727502,-1.1163512
215672522249,0.042530723,0.04445432,0.14261746,-1.2042601,0.6179435,-1.590883
215672523241,0.081663765,-0.030360634,0.16972996,-1.8013192,1.1965195,-1.8220818
215672524260,0.035762466,0.017383032,0.12405967,-1.588947,1.8042655,-1.0499667
215672525219,0.030944308,0.06548309,0.25396502,-1.6943135,1.6360261,-1.3569869
215672526265,0.04274223,0.039250664,0.22222687,-2.0673575,1.8557763,-0.6991586
215672527238,0.028706504,0.07490514,0.2208496,-1.8465756,1.4994702,-0.65402687
215672528284,0.07761337,0.0107902,0.21933247,-2.2598014,1.0372121,-1.012184
215672529252,0.05582311,0.022102922,0.11926144,-1.2892196,1.5452164,-1.0419486
215672530228,0.05758975,0.0062762178,0.024465535,-1.7465478,0.5416142,-0.8868051
215672531531,0.05703837,0.015351539,0.18890272,-1.3463085,1.1373832,-0.5519706
215672532144,0.03817739,0.036522184,0.18047684,-1.2159383,1.4178356,-1.3651
215672533274,0.057111844,0.03498914,0.06720417,-1.7415326,1.4738696,-1.2751598
215672534971,0.045430988,0.030095838,0.18054481,-1.6562402,1.9080052,-1.3914161
215672535306,0.011619553,0.018181095,0.25694776,-2.101687,1.2502806,-1.3958813
215672536185,0.04989267,0.042837642,0.18956974,-1.723428,1.0553417,-0.912478
215672537158,0.117789365,0.0125131905,0.11505432,-1.7583398,1.017524,-1.0845823
215672538150,0.07120962,0.058059413,0.23050621,-1.695496,0.9897457,-0.86786956
215672539168,0.04433046,0.073323384,0.17454335,-1.9700434,0.5505062,-0.91631836
215672540300,0.016174976,0.011250622,0.17945531,-2.161996,1.2006409,-1.4895362
215672541251,0.04130997,-0.00936539,0.23895001,-2.6822627,0.81802493,-1.5582638
215672542244,0.0823485,0.044742372,0.17374246,-2.2952373,1.3378568,-1.2513484
215672543234,0.040117156,0.06893803,0.2683421,-2.0858235,1.0001379,-1.3571134
215672544235,0.07843208,0.08022358,0.14446042,-1.9341462,0.7312162,-1.2323333
215672545263,0.027856745,0.045613833,0.2915545,-1.844319,1.0803174,-0.59108436
215672546243,-0.015997984,0.00900069,0.16275969,-2.1581745,1.2764033,-0.79294735
215672547426,0.050020155,0.10129489,0.22367735,-1.6698211,1.3783662,-1.1007487
215672548237,0.07219292,0.058022175,0.17455551,-1.9047049,1.0036658,-0.4961897
215672549263,0.028497322,0.0787861,0.22108068,-2.1706228,1.5467361,-0.36577213
215672550366,-0.0026910317,0.092611104,0.22587895,-1.9862754,1.0954403,-0.34924388
215672551345,0.049442388,0.0739526,0.13061069,-1.8904092,0.88440657,-1.1308235
215672552327,0.112001814,0.033409584,0.1560574,-1.4835529,1.5162215,-0.67995363
215672553335,0.06651548,0.014305692,0.2890896,-2.5277975,1.0395399,-1.301987
215672554405,0.06448043,0.06691484,0.20533341,-1.6680728,1.7264112,-1.7110245
215672555435,0.033523344,0.054257046,0.21260247,-1.7905461,1.1306262,-0.7622817
215672556471,-0.021738663,0.02260188,0.18866125,-2.3064637,0.6097652,-0.9383056
215672557415,0.07147796,0.050872047,0.23594421,-1.8898844,1.2928654,-0.8024539
215672558438,0.05192345,0.084552765,0.111699544,-1.5291263,1.2001549,-1.024536
215672559464,0.023782585,0.09832924,0.20948607,-2.2184827,1.5343928,-0.9485641
215672560454,0.041029777,0.03708868,0.2998975,-2.316499,0.9647201,-0.7679989
215672561463,0.043887347,0.014069535,0.18176888,-1.8762991,1.7696778,-1.1441753
215672562617,0.11128022,0.1033824,0.17720857,-2.0468094,1.3311675,-0.9961138
215672563416,0.048225246,0.07625601,0.21025401,-1.3960614,1.496689,-1.256283
215672564371,0.0024412046,0.0043031913,0.07000489,-2.346198,1.1732764,-0.9728385
215672565438,0.022713887,0.053103972,0.14664412,-1.7433863,0.95821804,-1.1078163
215672566556,0.01193827,0.01651715,0.24678758,-1.8953876,1.4338216,-1.4526322
215672567473,0.026643138,0.04034896,0.19272006,-1.6214337,1.0963422,-0.80388933
215672568474,0.03762653,0.024098728,0.16074558,-1.9698389,0.72850585,-1.433424
215672569563,0.0631193,-0.025539286,0.19979401,-1.4503628,0.61643434,-1.042741
215672570610,0.0137887485,0.04900481,0.091158085,-1.428582,1.2534361,-0.9502281
215672571637,0.02299438,0.023590894,0.10527007,-1.2993631,1.0690094,-1.0129795
215672572588,0.112001926,0.08733511,0.030615496,-1.4569496,1.148404,-0.62850946
215672573614,0.092595495,0.054583672,0.19841015,-1.1956986,1.7365739,-0.8985778
215672574588,-0.02119607,0.021854522,0.1858275,-1.3265457,1.3008697,-0.94180644
215672575680,0.04174167,0.033305798,0.16926758,-0.9956412,1.0309181,-0.8903407
215672576551,0.03878897,0.008916142,0.15758203,-1.2610164,1.8501269,-0.734187
215672577687,0.03767758,0.10569293,0.22352603,-0.88417715,1.2131624,-1.1000444
215672578623,0.108717315,-0.046813127,0.100304276,-1.4970626,0.94346493,-1.3414001
215672579555,0.099405855,0.01790769,0.16871072,-1.264606,1.0929794,-1.8009086
215672580710,0.037173185,0.0040637134,0.22354059,-1.1413616,1.3592618,-1.0421542
215672581654,0.017165078,-0.0049363724,0.21364465,-1.1553669,0.5674328,-1.6754321
215672582716,0.06798948,0.06255724,0.15734953,-0.5069742,1.216743,-1.3286147
215672583744,0.062389452,0.010293047,0.22278035,-1.0572584,1.306844,-1.3797041
215672584738,0.023149824,0.008161468,0.20898414,-1.164715,0.6766306,-0.71863216
215672585751,0.05542233,0.05435568,0.09654035,-0.9358757,0.9731672,-1.2523601
215672586667,0.057943758,0.026743542,0.17074172,-0.4120756,0.75623405,-0.99801314
215672587674,0.046811882,0.10590169,0.2027976,-0.011251247,1.5391989,-0.44407248
215672588679,0.03127604,0.020706907,0.14430772,-0.5609104,1.3736645,-1.0903744
215672589698,0.0633006,-0.038664922,0.09025535,-0.82440454,1.1931698,-0.9647545
215672590686,0.07772333,-0.024221193,0.07177524,-0.45167264,1.607411,-1.1011598
215672591685,0.02843562,-0.025618754,0.1817093,-0.60546273,0.66000885,-1.5544937
215672592695,0.07399162,0.01807079,0.14268297,-1.1118125,1.5007858,-0.72728276
215672593708,0.0021063946,0.059167434,0.19104193,-0.5947414,1.0349284,-1.1815642
215672594712,1.6892694E-4,0.03526074,0.2688621,-0.78801006,1.4718152,-1.2782583
215672595972,0.02579646,-0.05045893,0.1819476,-1.1091641,1.1355124,-0.84861326
215672596864,0.10323992,-0.039290585,0.15815322,-1.857432,1.040118,-0.563321
215672597872,0.05371676,0.06956625,0.22677274,-0.6523719,1.080898,-0.9312641
215672598900,0.03681425,-0.04446277,0.15959895,-0.6274479,1.2808754,-1.210346
215672599821,0.011161935,0.00458037,0.11894717,-0.9160042,0.97034496,-0.22362252
215672600803,0.0020808415,-0.02781052,0.02273503,-0.4902717,0.72628033,-2.0254774
215672601722,0.060467944,-0.022955306,0.059751328,-0.91447914,0.7553133,-1.3058438
215672602708,0.069026664,-0.0012363888,0.2832452,-0.890401,1.2257143,-1.3412442
215672603749,0.036814544,0.03270392,0.16797055,-0.9204166,0.94997853,-1.124639
215672604738,0.07040667,-0.034339383,0.15935948,-1.4220552,1.5112464,-1.0555878
215672605737,0.0838717,0.05627407,0.08371697,-1.1956168,1.417333,-1.3359618
