Timestamp,Fx,Fy,Fz,Tx,Ty,Tz
437430173974,-27.445917,-2.3905003,-43.885063,4.0112967,-118.02974,-40.128117
437430175001,-27.446087,-2.396412,-43.88412,3.973247,-118.01204,-40.12044
437430176039,-27.448883,-2.3990445,-43.888935,3.9745986,-117.97232,-40.113316
437430176985,-27.448029,-2.400607,-43.886005,3.9709244,-117.9459,-40.099464
437430178036,-27.446482,-2.4005454,-43.88396,3.9834914,-117.92837,-40.09312
437430179050,-27.444992,-2.3978734,-43.878662,4.0096946,-117.91664,-40.086628
437430180178,-27.4431,-2.3962836,-43.87841,4.027289,-117.88836,-40.083897
437430181017,-27.440737,-2.3953362,-43.87368,4.0592203,-117.84792,-40.055717
437430182076,-27.44025,-2.3965569,-43.880413,4.080296,-117.81013,-40.027462
437430183045,-27.435251,-2.3944473,-43.878822,4.087825,-117.78573,-40.002934
437430184057,-27.43424,-2.39085,-43.87659,4.1225505,-117.74567,-40.008583
437430185257,-27.431824,-2.3905215,-43.877243,4.1461005,-117.741844,-40.014904
437430186087,-27.428541,-2.3889618,-43.869766,4.1562376,-117.73852,-40.019787
437430187079,-27.423061,-2.3897998,-43.87234,4.1652036,-117.73824,-40.029255
437430188109,-27.420296,-2.3917832,-43.869434,4.162837,-117.72182,-40.028465
437430189117,-27.415865,-2.3999043,-43.87091,4.123571,-117.7042,-40.027428
437430190123,-27.415836,-2.4008863,-43.862965,4.12687,-117.681015,-40.018227
437430191105,-27.41699,-2.4038281,-43.863216,4.117621,-117.66789,-40.03228
437430192281,-27.415932,-2.406771,-43.86127,4.108031,-117.6614,-40.036602
437430193113,-27.416632,-2.4078112,-43.861534,4.1216617,-117.633446,-40.03162
437430194197,-27.412325,-2.4104588,-43.857975,4.106557,-117.61765,-40.02079
437430195162,-27.414675,-2.407466,-43.853596,4.121634,-117.56668,-39.9956
437430196190,-27.411737,-2.4074845,-43.84887,4.114082,-117.53522,-39.96804
437430197177,-27.41184,-2.4071012,-43.848434,4.1245685,-117.49121,-39.953625
437430198177,-27.411896,-2.405355,-43.851654,4.1449113,-117.45875,-39.94526
437430199186,-27.4104,-2.4034226,-43.856903,4.1765504,-117.43501,-39.93284
437430200277,-27.406977,-2.4050405,-43.859108,4.164295,-117.408195,-39.92078
437430201214,-27.402266,-2.4057536,-43.856823,4.1699705,-117.38985,-39.905884
437430202227,-27.40416,-2.402082,-43.848335,4.1884384,-117.345894,-39.909252
437430203250,-27.39959,-2.4069905,-43.843693,4.178709,-117.34639,-39.91289
437430204197,-27.40081,-2.4081388,-43.840244,4.1943655,-117.32363,-39.914513
437430205237,-27.396395,-2.4093626,-43.8405,4.1926436,-117.31562,-39.926846
437430206305,-27.394596,-2.4061558,-43.848576,4.221286,-117.30132,-39.933933
437430207280,-27.393574,-2.4045115,-43.8438,4.2257257,-117.314606,-39.92931
437430208271,-27.392721,-2.4062915,-43.83789,4.219406,-117.30608,-39.93068
437430209430,-27.396133,-2.404103,-43.827866,4.2397146,-117.26992,-39.928913
437430210288,-27.392986,-2.4027047,-43.83276,4.265665,-117.28027,-39.94777
437430211359,-27.393116,-2.40401,-43.836075,4.2659955,-117.28221,-39.95439
437430212354,-27.392588,-2.4056447,-43.844875,4.252493,-117.27846,-39.958893
437430213290,-27.396732,-2.399619,-43.849247,4.28158,-117.26169,-39.9485
437430214512,-27.393034,-2.3985047,-43.85067,4.2940745,-117.27841,-39.937923
437430215596,-27.392462,-2.3993511,-43.848583,4.292146,-117.29803,-39.932465
437430216520,-27.394047,-2.4023094,-43.84583,4.275389,-117.31717,-39.93033
437430217534,-27.39312,-2.4027262,-43.847652,4.272469,-117.3238,-39.934734
437430218502,-27.393843,-2.400322,-43.851395,4.277485,-117.33749,-39.937332
437430219506,-27.395756,-2.399996,-43.859505,4.257759,-117.36618,-39.94817
437430220658,-27.400356,-2.401115,-43.857265,4.2401786,-117.366585,-39.928112
437430221487,-27.398924,-2.3984814,-43.854862,4.2409062,-117.37906,-39.92813
437430222491,-27.396326,-2.392572,-43.84701,4.269014,-117.41131,-39.92083
437430223492,-27.396433,-2.3955674,-43.84417,4.2461457,-117.43632,-39.93218
437430224499,-27.40099,-2.3980074,-43.848137,4.202166,-117.4405,-39.943806
437430225615,-27.401918,-2.396608,-43.85352,4.198141,-117.45182,-39.952705
437430226497,-27.402153,-2.3930714,-43.85536,4.203068,-117.4655,-39.972122
437430227500,-27.404917,-2.3924174,-43.86154,4.209439,-117.48147,-39.97892
437430228696,-27.405947,-2.393658,-43.862648,4.1892986,-117.504105,-39.98363
437430229534,-27.40563,-2.395576,-43.86473,4.17669,-117.52858,-39.98141
437430230535,-27.406128,-2.3942568,-43.865673,4.171844,-117.56044,-40.013702
437430231561,-27.406979,-2.3920174,-43.872528,4.181388,-117.58508,-40.027214
437430232474,-27.407513,-2.3979201,-43.877903,4.1535954,-117.61535,-40.029636
437430233575,-27.40689,-2.3944974,-43.877415,4.157996,-117.63984,-40.039024
437430234721,-27.406565,-2.3901727,-43.876156,4.172738,-117.68031,-40.030025
437430235541,-27.410683,-2.390466,-43.87823,4.170732,-117.71137,-40.03751
437430236533,-27.41199,-2.393194,-43.87772,4.1579275,-117.72478,-40.032406
437430237513,-27.413042,-2.3908737,-43.87922,4.1396575,-117.744415,-40.035843
437430238614,-27.40953,-2.3921926,-43.880512,4.1219106,-117.78764,-40.04153
437430239607,-27.40902,-2.3882918,-43.880886,4.125013,-117.80853,-40.06017
437430240599,-27.409525,-2.3885996,-43.879993,4.1250205,-117.81867,-40.054173
437430241539,-27.411852,-2.3859317,-43.879192,4.120843,-117.83568,-40.056076
437430242542,-27.41137,-2.3862958,-43.882637,4.11607,-117.85611,-40.081314
437430243601,-27.416735,-2.3852713,-43.881226,4.111591,-117.86356,-40.0762
437430244611,-27.423008,-2.3849797,-43.885998,4.110634,-117.86087,-40.089714
437430245530,-27.422415,-2.3843415,-43.885036,4.092657,-117.88349,-40.09684
437430246565,-27.42455,-2.3825564,-43.88585,4.0843225,-117.90009,-40.09977
437430247613,-27.425365,-2.3846314,-43.882336,4.0844936,-117.91925,-40.10048
437430248569,-27.42921,-2.3783956,-43.88484,4.1064367,-117.91668,-40.1001
437430249588,-27.428637,-2.3786888,-43.882618,4.0915947,-117.94348,-40.102303
437430250588,-27.430151,-2.3732762,-43.877075,4.0751696,-117.9604,-40.108707
437430251615,-27.432804,-2.374303,-43.87733,4.0683584,-117.96759,-40.122128
437430252723,-27.435085,-2.3690984,-43.87653,4.0755754,-117.96415,-40.115437
437430253679,-27.432392,-2.3702579,-43.88131,4.063925,-117.9714,-40.115906
437430254781,-27.433643,-2.368355,-43.886078,4.0516367,-117.97575,-40.125732
437430255813,-27.434362,-2.3652914,-43.896988,4.073741,-117.97281,-40.118954
437430256795,-27.432217,-2.3664129,-43.899837,4.072301,-117.99982,-40.121567
437430257746,-27.433105,-2.3654609,-43.89785,4.065301,-117.98891,-40.130264
437430258812,-27.4331,-2.367593,-43.895123,4.061301,-117.99153,-40.130615
